order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1479405,406331,The Meatball Shop,Italian,14.06,Weekday,5,27,23
1479406,406336,Shake Shack,American,15.31,Weekday,5,27,24
1479410,406337,Parm,Italian,15.45,Weekday,Not given,25,23
1479413,406339,Donburi-ya,Japanese,17.13,Weekend,4,26,20
1479415,406343,Shake Shack,American,15.37,Weekend,4,27,25
1479419,406347,Shake Shack,American,18.33,Weekend,5,24,21
1479423,406349,UVA Wine Bar & Restaurant,Italian,14.57,Weekday,5,30,28
1479428,406351,Nobu Next Door,Japanese,16.86,Weekend,4,28,23
1479433,406352,Donburi-ya,Japanese,16.6,Weekday,5,28,25
1479434,406354,Amma,Indian,15.73,Weekend,4,30,21
1479436,406356,Hill Country Fried Chicken,Southern,20.13,Weekend,4,26,23
1479441,406358,Il Bambino,Italian,16.27,Weekday,4,30,20
1479446,406363,Sarabeth's East,American,17.57,Weekday,4,28,28
1479448,406368,S'MAC,American,17.92,Weekday,Not given,24,21
1479453,406371,Blue Ribbon Sushi,Japanese,14.98,Weekday,5,28,21
1479456,406373,Hampton Chutney Co.,Thai,18.31,Weekend,4,28,27
1479459,406378,Shake Shack,American,18.07,Weekday,4,28,22
1479464,406383,Rubirosa,Italian,18.07,Weekend,5,28,26
1479467,406387,Le Grainne Cafe,French,21.61,Weekend,5,25,24
1479469,406388,The MasalaWala,Indian,17.78,Weekday,4,24,28
1479470,406389,Parm,Italian,16.2,Weekend,4,27,20
1479472,406391,RedFarm Hudson,Chinese,14.3,Weekday,5,25,24
1479475,406395,Blue Ribbon Sushi,Japanese,18.48,Weekday,5,28,25
1479478,406396,P.J. Clarke's,American,18.66,Weekend,Not given,28,20
1479482,406401,The Smile,American,14.52,Weekend,4,26,22
1479486,406405,Socarrat Paella Bar,Spanish,20.88,Weekday,5,23,26
1479489,406408,Byblos Restaurant,Middle Eastern,21.47,Weekday,5,26,21
1479493,406409,The Meatball Shop,Italian,15.04,Weekday,5,28,22
1479494,406412,Blue Ribbon Sushi,Japanese,15.37,Weekend,4,30,24
1479498,406415,Serafina Fabulous Pizza,Italian,18.83,Weekday,4,29,21
1479503,406418,Sushi of Gari 46,Japanese,17.33,Weekend,Not given,27,24
1479505,406420,The Kati Roll Company,Indian,16.49,Weekday,Not given,27,20
1479510,406421,Tamarind TriBeCa,Indian,18.61,Weekend,5,25,26
1479512,406423,Haru Gramercy Park,Japanese,15.81,Weekday,4,24,26
1479517,406425,Cho Dang Gol,Korean,15.18,Weekday,5,27,18
1479518,406429,Lantern Thai Kitchen,Thai,21.75,Weekday,4,26,20
1479521,406430,Market Table,American,18.61,Weekend,Not given,30,28
1479522,406432,RedFarm Broadway,Chinese,18.55,Weekday,5,25,23
1479527,406435,Parm,Italian,16.11,Weekday,5,30,27
1479532,406436,Lucky's Famous Burgers,American,17.39,Weekend,5,26,27
1479535,406440,Dig Inn Seasonal Market,American,17.1,Weekend,5,28,20
1479540,406442,TAO,Japanese,18.04,Weekday,5,28,20
1479542,406446,Shake Shack,American,16.7,Weekend,Not given,29,23
1479547,406449,Hummus Place,Middle Eastern,16.66,Weekend,5,24,23
1479548,406450,Tamarind TriBeCa,Indian,18.07,Weekday,4,25,27
1479550,406452,Shake Shack,American,14.14,Weekend,Not given,26,26
1479551,406457,Balthazar Boulangerie,French,17.26,Weekend,Not given,24,22
1479556,406462,Blue Ribbon Fried Chicken,American,18.6,Weekday,4,26,22
1479558,406463,Blue Ribbon Brooklyn,American,14.53,Weekend,4,24,20
1479560,406468,Shake Shack,American,14.44,Weekday,5,29,23
1479562,406471,Osteria Morini,Italian,14.58,Weekday,Not given,26,24
1479567,406475,Blue Ribbon Sushi Bar & Grill,Japanese,17.37,Weekend,Not given,30,23
1479572,406476,Zero Otto Nove,Italian,15.38,Weekend,4,26,21
1479574,406479,RedFarm Broadway,Chinese,16.92,Weekday,4,27,24
1479579,406483,Nobu Next Door,Japanese,15.6,Weekday,5,25,20
1479582,406488,Junoon,Indian,18.78,Weekday,5,26,22
1479587,406489,Frank Restaurant,Italian,17.26,Weekday,Not given,30,24
1479592,406491,Five Leaves,American,14.58,Weekday,5,30,26
1479594,406494,Dirty Bird To Go (archived),American,18.63,Weekday,Not given,30,21
1479599,406499,Asuka Sushi,Japanese,14.15,Weekend,Not given,30,21
1479601,406502,Blue Ribbon Sushi,Japanese,18.56,Weekend,Not given,27,26
1479604,406503,Rye House,American,17.28,Weekend,Not given,27,27
1479608,406505,Shake Shack,American,17.35,Weekend,4,27,28
1479610,406508,Blue Ribbon Fried Chicken,American,14.06,Weekend,4,27,27
1479614,406509,Shake Shack,American,16.65,Weekend,Not given,24,27
1479616,406513,Blue Ribbon Sushi Bar & Grill,Japanese,17.45,Weekday,4,27,23
1479617,406514,Bukhara Grill,Indian,19.19,Weekend,5,26,24
1479618,406517,TAO,Japanese,17.97,Weekday,5,28,20
1479623,406520,Dos Caminos,Mexican,17.46,Weekend,Not given,28,20
1479628,406521,Cafe Mogador,Middle Eastern,20.99,Weekday,5,23,26
1479633,406526,Xe May Sandwich Shop,Vietnamese,14.37,Weekend,4,25,29
1479637,406528,Socarrat Paella Bar,Spanish,17.39,Weekday,Not given,29,22
1479639,406531,Sushi of Gari 46,Japanese,16.18,Weekend,Not given,24,26
1479641,406536,Blue Ribbon Sushi Bar & Grill,Japanese,14.6,Weekend,Not given,25,20
1479646,406541,Mira Sushi,Japanese,14.47,Weekday,5,27,23
1479651,406544,Bhatti Indian Grill,Indian,15.24,Weekday,5,28,25
1479653,406548,RedFarm Broadway,Chinese,18.08,Weekday,Not given,26,19
1479655,406553,Shake Shack,American,16.51,Weekend,5,25,27
1479656,406556,Parm,Italian,18.5,Weekend,Not given,27,25
1479661,406557,Taro Sushi,Japanese,16.15,Weekday,4,26,23
1479665,406559,ilili Restaurant,Middle Eastern,21.1,Weekday,5,24,23
1479670,406561,Woorijip,Korean,14.78,Weekend,4,26,21
1479675,406562,Frank Restaurant,Italian,14.38,Weekday,5,27,27
1479676,406567,P.J. Clarke's,American,17.44,Weekday,Not given,28,22
1479679,406568,Woorijip,Korean,15.4,Weekend,Not given,28,20
1479680,406569,Blue Ribbon Brooklyn,American,18.22,Weekend,5,24,27
1479683,406570,P.J. Clarke's,American,14.68,Weekend,Not given,25,24
1479686,406575,Blue Ribbon Fried Chicken,American,16.46,Weekend,Not given,30,27
1479691,406578,RedFarm Hudson,Chinese,14.82,Weekday,5,30,26
1479693,406581,Pylos,Mediterranean,16.34,Weekday,5,25,22
1479697,406585,Dickson's Farmstand Meats,American,13.99,Weekend,5,28,21
1479698,406586,Chipotle Mexican Grill $1.99 Delivery,Mexican,17.4,Weekend,4,27,21
1479701,406591,Donburi-ya,Japanese,14.17,Weekday,4,26,21
1479706,406592,Benihana,Japanese,17.27,Weekend,Not given,26,28
1479708,406597,Han Dynasty,Chinese,16.75,Weekday,4,25,25
1479709,406600,RedFarm Broadway,Chinese,14.6,Weekend,4,28,24
1479711,406605,S'MAC,American,15.1,Weekday,5,30,26
1479716,406609,Tarallucci e Vino Restaurant,Italian,16.56,Weekday,5,29,27
1479717,406614,Galli Restaurant,Italian,17.45,Weekday,4,26,21
1479718,406616,Schnipper's Quality Kitchen,American,17.74,Weekend,Not given,28,25
1479720,406621,L'Express,French,21.62,Weekday,5,24,24
1479723,406623,The Meatball Shop,Italian,18.15,Weekday,5,28,28
1479728,406627,Hill Country Fried Chicken,Southern,16.94,Weekend,4,24,26
1479732,406629,Tres Carnes,Mexican,15.12,Weekday,4,26,27
1479736,406634,5 Napkin Burger,American,14.27,Weekday,5,28,24
1479738,406637,Shake Shack,American,17.19,Weekday,Not given,30,26
1479742,406640,Blue Ribbon Sushi,Japanese,18.1,Weekend,Not given,24,28
1479747,406643,Paul & Jimmy's,Italian,15.61,Weekday,4,29,26
1479748,406648,Barbounia,Mediterranean,16.84,Weekday,5,28,24
1479749,406650,Parm,Italian,17.17,Weekday,5,26,25
1479754,406655,Shake Shack,American,17.64,Weekday,5,30,27
1479758,406659,The Meatball Shop,Italian,15.81,Weekend,Not given,30,26
1479762,406660,The Loop,Japanese,16.3,Weekend,4,26,28
1479763,406662,Momoya,Japanese,15.94,Weekday,4,27,25
1479767,406665,Hummus Place,Middle Eastern,20.92,Weekend,Not given,29,21
1479772,406667,The Meatball Shop,Italian,17.26,Weekday,Not given,26,24
1479773,406668,Room Service,Thai,19.14,Weekend,4,29,23
1479777,406669,RedFarm Broadway,Chinese,13.93,Weekend,5,28,19
1479780,406672,J. G. Melon,American,16.38,Weekday,5,27,24
1479782,406677,Galli Restaurant,Italian,15.98,Weekend,5,24,22
1479786,406681,Jack's Wife Freda,Mediterranean,15.12,Weekend,Not given,26,21
1479787,406684,Boqueria,Spanish,18.05,Weekday,Not given,25,25
1479790,406688,Momoya,Japanese,16.6,Weekday,5,28,20
1479792,406691,Han Dynasty,Chinese,18.7,Weekend,Not given,29,24
1479797,406693,The Meatball Shop,Italian,14.03,Weekend,Not given,24,22
1479799,406697,Five Guys Burgers and Fries,American,17.91,Weekend,Not given,26,27
1479802,406699,Olea,Mediterranean,15.65,Weekday,4,26,26
1479804,406703,Rohm Thai,Thai,16.52,Weekend,5,30,27
1479808,406708,Dos Caminos,Mexican,17.87,Weekend,4,29,28
1479809,406713,Byblos Restaurant,Middle Eastern,17.87,Weekend,Not given,24,24
1479814,406717,Friend of a Farmer,American,18.08,Weekday,Not given,26,26
1479817,406720,Xe May Sandwich Shop,Vietnamese,14.74,Weekday,5,27,26
1479818,406725,Blue Ribbon Sushi,Japanese,16.7,Weekend,4,27,21
1479821,406729,Kori Restaurant and Bar,Korean,11.95,Weekend,5,22,22
1479825,406731,67 Burger,American,14.06,Weekday,5,27,26
1479830,406736,indikitch,Indian,18.34,Weekday,4,28,24
1479835,406740,Delicatessen,American,17.3,Weekend,Not given,27,27
1479837,406743,Blue Ribbon Sushi Bar & Grill,Japanese,14.48,Weekday,Not given,24,23
1479840,406746,Blue Ribbon Sushi,Japanese,17.38,Weekday,5,25,24
1479845,406750,The Kati Roll Company,Indian,19.21,Weekend,Not given,27,24
1479850,406755,Bistango,Italian,18.22,Weekday,Not given,26,26
1479854,406756,Vezzo Thin Crust Pizza,Italian,14.91,Weekday,4,28,22
1479858,406759,DuMont Burger,American,15.4,Weekday,5,28,25
1479862,406761,Il Bambino,Italian,18.08,Weekend,Not given,26,27
1479866,406764,Mission Cantina,Mexican,17.32,Weekday,5,25,22
1479870,406765,P.J. Clarke's,American,17.24,Weekend,5,24,27
1479874,406770,L'Express,French,20.2,Weekday,5,27,22
1479879,406772,Coppola's East,Italian,16.51,Weekend,Not given,30,23
1479883,406776,Sushi of Gari,Japanese,15.66,Weekend,Not given,28,28
1479886,406779,RedFarm Hudson,Chinese,15.24,Weekday,5,30,24
1479890,406781,Paul & Jimmy's,Italian,16.87,Weekday,Not given,24,25
1479893,406783,Chipotle Mexican Grill $1.99 Delivery,Mexican,17.5,Weekday,5,24,23
1479895,406786,Shake Shack,American,13.97,Weekend,4,28,25
1479897,406791,Kori Restaurant and Bar,Korean,16.05,Weekend,5,24,19
1479898,406796,Kanoyama,Japanese,14.32,Weekday,Not given,28,28
1479903,406798,Shake Shack,American,17.5,Weekday,Not given,29,21
1479904,406801,Nobu Next Door,Japanese,14.32,Weekend,Not given,24,27
1479906,406802,RedFarm Hudson,Chinese,15.26,Weekday,5,24,22
1479909,406806,Bubby's ,American,14.21,Weekend,Not given,28,28
1479912,406810,Klong,Thai,17.48,Weekend,4,24,19
1479914,406811,Coppola's East,Italian,14.61,Weekend,4,27,22
1479918,406814,The Meatball Shop,American,14.66,Weekday,5,27,20
1479923,406816,Joe's Shanghai _Àü£¾÷´,Chinese,16.0,Weekend,4,28,24
1479924,406820,Don's Bogam BBQ & Wine Bar,Korean,12.32,Weekend,5,27,16
1479928,406821,Tamarind TriBeCa,Indian,16.15,Weekend,Not given,25,26
1479929,406826,Blue Ribbon Sushi,Japanese,15.25,Weekday,5,25,27
1479933,406828,Byblos Restaurant,Middle Eastern,19.22,Weekend,5,23,22
1479935,406833,Blue Ribbon Sushi,Japanese,14.13,Weekend,Not given,27,26
1479938,406835,RedFarm Hudson,Chinese,14.24,Weekday,5,28,27
1479943,406838,ilili Restaurant,Middle Eastern,19.47,Weekend,Not given,26,20
1479947,406842,Serafina Fabulous Pizza,Italian,16.04,Weekend,5,28,28
1479952,406844,Paul & Jimmy's,Italian,14.54,Weekday,5,29,27
1479955,406847,Shake Shack,American,14.95,Weekday,5,24,24
1479956,406848,Bareburger,American,14.83,Weekend,5,24,27
1479957,406849,Cafeteria,American,15.2,Weekend,Not given,26,27
1479960,406851,Han Dynasty,Chinese,14.42,Weekday,Not given,29,21
1479965,406852,Hot Kitchen,Chinese,14.79,Weekday,4,25,19
1479969,406853,Empanada Mama (closed),Mexican,15.39,Weekend,Not given,28,28
1479973,406857,Lantern Thai Kitchen,Thai,19.24,Weekend,Not given,25,19
1479975,406860,Sarabeth's Restaurant,American,14.02,Weekday,5,27,22
1479976,406863,Shake Shack,American,14.02,Weekend,Not given,25,27
1479980,406867,Posto,Italian,18.01,Weekend,4,24,26
1479985,406868,Nha Trang One,Vietnamese,13.26,Weekend,Not given,25,30
1479986,406872,Schnipper's Quality Kitchen,American,14.91,Weekday,Not given,30,26
1479987,406873,Dirty Bird To Go (archived),American,17.42,Weekend,Not given,24,23
1479992,406877,Amma,Indian,15.67,Weekday,Not given,26,23
1479994,406880,Jack's Wife Freda,Mediterranean,13.39,Weekend,4,26,23
1479997,406882,Blue Ribbon Sushi Bar & Grill,Japanese,16.83,Weekend,4,25,22
1480000,406885,Hiroko's Place,Japanese,14.84,Weekend,Not given,29,26
1480004,406886,The Meatball Shop,Italian,16.02,Weekend,Not given,29,20
1480008,406887,Amma,Indian,14.41,Weekend,Not given,27,20
1480010,406888,The Meatball Shop,Italian,14.65,Weekday,4,29,26
1480014,406892,Go! Go! Curry!,Japanese,18.24,Weekend,5,25,27
1480015,406894,Mamoun's Falafel,Mediterranean,16.18,Weekday,4,28,21
1480016,406899,Tony's Di Napoli,Italian,15.09,Weekday,Not given,29,25
1480018,406903,Alidoro,American,18.08,Weekend,Not given,26,21
1480023,406905,RedFarm Broadway,Chinese,16.38,Weekend,Not given,27,22
1480026,406906,Go! Go! Curry!,Japanese,18.64,Weekday,Not given,24,20
1480030,406909,brgr,American,14.74,Weekend,Not given,28,25
1480033,406911,RedFarm Hudson,Chinese,18.32,Weekend,4,28,23
1480036,406912,Blue Ribbon Fried Chicken,American,17.37,Weekend,5,25,22
1480040,406917,Pongsri Thai,Thai,16.78,Weekend,5,27,20
1480042,406921,The Meatball Shop,American,15.64,Weekday,5,28,20
1480046,406923,Xe May Sandwich Shop,Vietnamese,13.9,Weekend,4,26,25
1480048,406926,Blue Ribbon Fried Chicken,American,16.24,Weekday,Not given,30,26
1480049,406929,Cafe Mogador,Middle Eastern,17.17,Weekday,5,27,22
1480054,406932,The Meatball Shop,Italian,15.88,Weekday,5,27,26
1480056,406934,Song Thai Restaurant & Bar,Thai,20.54,Weekend,5,29,23
1480060,406936,Empanada Mama (closed),Mexican,17.29,Weekday,5,26,25
1480063,406939,Klong,Thai,16.85,Weekday,5,30,26
1480066,406944,Sarabeth's East,American,17.65,Weekend,Not given,29,23
1480070,406947,Vanessa's Dumpling House,Chinese,17.69,Weekend,Not given,26,20
1480075,406948,Barbounia,Mediterranean,17.26,Weekend,Not given,27,20
1480080,406951,Joe's Shanghai _Àü£¾÷´,Chinese,16.05,Weekend,Not given,25,24
1480083,406955,Shake Shack,American,14.66,Weekday,5,27,28
1480086,406957,Bareburger,American,14.81,Weekend,4,24,21
1480090,406962,Pinto Nouveau Thai Bistro,Thai,16.95,Weekend,Not given,29,21
1480091,406966,Xe May Sandwich Shop,Vietnamese,13.22,Weekday,4,28,29
1480092,406971,Dig Inn Seasonal Market,American,16.67,Weekday,Not given,24,26
1480096,406976,Carmine's,Italian,18.24,Weekday,Not given,26,22
1480099,406981,Blue Ribbon Brooklyn,American,17.03,Weekday,Not given,25,20
1480100,406984,Cafe Habana,Mexican,19.18,Weekend,Not given,29,25
1480101,406989,The Meatball Shop,Italian,15.43,Weekday,5,25,27
1480102,406990,Hiroko's Place,Japanese,17.44,Weekday,4,26,23
1480107,406992,RedFarm Broadway,Chinese,18.03,Weekday,5,29,23
1480112,406994,Blue Ribbon Sushi,Japanese,17.11,Weekend,Not given,27,23
1480117,406999,Bistango,Italian,18.23,Weekday,4,29,20
1480121,407000,L'Express,French,20.11,Weekday,5,23,23
1480122,407005,Pepe Rosso To Go,Italian,18.25,Weekday,4,25,23
1480127,407008,Bareburger,American,14.09,Weekend,5,24,22
1480131,407012,RedFarm Hudson,Chinese,14.9,Weekend,4,24,23
1480135,407015,67 Burger,American,18.12,Weekend,5,27,27
1480137,407019,Yama 49,Japanese,17.08,Weekday,Not given,29,27
1480139,407024,Bareburger,American,17.01,Weekday,Not given,29,26
1480142,407028,Otto Enoteca Pizzeria,Italian,15.87,Weekday,5,27,24
1480144,407029,P.J. Clarke's,American,15.19,Weekday,5,28,21
1480149,407031,Grand Sichuan International,Chinese,18.48,Weekend,Not given,28,19
1480151,407035,Rubirosa,Italian,15.73,Weekday,5,25,25
1480154,407038,Sushi Choshi,Japanese,14.34,Weekday,5,26,26
1480158,407042,Ravagh Persian Grill,Middle Eastern,18.75,Weekday,5,26,27
1480161,407043,Melt Shop,American,17.54,Weekday,5,25,25
1480163,407045,Dickson's Farmstand Meats,American,18.35,Weekend,Not given,24,26
1480164,407049,Blue Ribbon Sushi,Japanese,16.61,Weekday,4,27,22
1480167,407052,Empanada Mama (closed),Mexican,19.0,Weekday,5,26,22
1480171,407056,La Follia,Italian,14.54,Weekday,4,25,24
1480175,407059,Serafina Fabulous Pizza,Italian,18.75,Weekday,5,29,25
1480180,407060,Pylos,Mediterranean,14.09,Weekday,4,25,20
1480182,407063,Tony's Di Napoli,Italian,14.16,Weekday,5,24,28
1480185,407066,Han Dynasty,Chinese,15.58,Weekend,Not given,27,23
1480187,407069,Blue Ribbon Sushi Bar & Grill,Japanese,17.76,Weekend,4,26,24
1480189,407070,Shake Shack,American,18.42,Weekday,4,25,23
1480194,407072,Blue Ribbon Sushi,Japanese,14.62,Weekend,Not given,29,22
1480195,407075,Carmine's,Italian,16.08,Weekend,5,28,28
1480198,407080,Friend of a Farmer,American,14.78,Weekday,5,30,22
1480203,407085,Five Guys Burgers and Fries,American,18.44,Weekend,Not given,30,26
1480206,407089,Room Service,Thai,21.11,Weekday,Not given,26,22
1480210,407090,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.49,Weekend,Not given,29,25
1480212,407092,Tamarind TriBeCa,Indian,14.54,Weekday,5,27,23
1480213,407096,Blue Ribbon Sushi Bar & Grill,Japanese,16.78,Weekend,Not given,26,26
1480218,407101,RedFarm Broadway,Chinese,15.25,Weekend,4,26,20
1480220,407104,Blue Ribbon Fried Chicken,American,16.07,Weekend,Not given,30,27
1480223,407105,Hill Country Fried Chicken,Southern,21.98,Weekday,Not given,25,23
1480224,407110,Blue Ribbon Fried Chicken,American,15.23,Weekday,5,28,27
1480227,407114,Blue Ribbon Sushi,Japanese,17.2,Weekday,5,28,28
1480228,407118,Sushi of Gari 46,Japanese,15.2,Weekend,Not given,29,25
1480233,407119,Momoya,Japanese,18.24,Weekday,Not given,27,25
1480234,407120,Anjappar Chettinad,Indian,16.12,Weekend,Not given,26,26
1480237,407125,RedFarm Hudson,Chinese,16.67,Weekend,5,25,24
1480238,407127,Empanada Mama (closed),Mexican,16.66,Weekday,5,28,27
1480242,407130,Five Guys Burgers and Fries,American,16.06,Weekday,5,25,23
1480247,407132,Barbounia,Mediterranean,17.06,Weekend,4,25,19
1480249,407133,Sushi Choshi,Japanese,15.62,Weekday,5,25,27
1480254,407135,Sushi Choshi,Japanese,15.34,Weekday,4,30,21
1480257,407139,Lucky's Famous Burgers,American,18.08,Weekday,4,29,21
1480261,407142,Haru Gramercy Park,Japanese,13.92,Weekday,5,30,22
1480265,407146,Vanessa's Dumplings,Chinese,15.15,Weekend,5,26,26
1480267,407150,Cafe Mogador,Middle Eastern,21.46,Weekday,Not given,28,28
1480271,407151,Delicatessen,American,18.7,Weekday,5,25,22
1480276,407154,The Meatball Shop,Italian,18.88,Weekend,4,24,26
1480277,407157,Tony's Di Napoli,Italian,18.32,Weekend,Not given,28,27
1480279,407161,Friend of a Farmer,American,17.34,Weekend,5,26,21
1480282,407166,Hill Country Fried Chicken,Southern,20.45,Weekday,4,28,20
1480287,407169,Lamarca Pasta,Italian,16.6,Weekend,5,29,25
1480290,407172,Amy Ruth's,Southern,17.52,Weekday,5,29,19
1480294,407174,Five Guys Burgers and Fries,American,14.85,Weekend,Not given,28,21
1480299,407178,Yama 49,Japanese,18.06,Weekend,5,25,26
1480304,407181,Dos Caminos Soho,Mexican,14.86,Weekend,5,25,27
1480308,407186,Shake Shack,American,17.43,Weekend,4,28,27
1480310,407187,S'MAC,American,16.84,Weekday,5,24,28
1480313,407189,Sarabeth's East,American,18.69,Weekday,4,25,22
1480316,407191,Le Zie 2000 Trattoria,Italian,14.31,Weekday,4,28,23
1480319,407193,J. G. Melon,American,15.64,Weekday,5,30,23
1480321,407194,brgr,American,16.04,Weekday,Not given,28,21
1480324,407196,Donburi-ya,Japanese,17.47,Weekday,5,27,25
1480325,407197,Tamarind TriBeCa,Indian,15.47,Weekend,Not given,28,24
1480330,407202,Haandi,Indian,16.81,Weekend,4,29,26
1480335,407204,Han Dynasty,Chinese,15.24,Weekday,5,24,27
1480337,407207,Blue Ribbon Sushi,Japanese,16.57,Weekend,5,29,25
1480341,407212,Posto,Italian,18.31,Weekend,5,27,22
1480342,407217,Yama 49,Japanese,17.55,Weekday,5,26,21
1480344,407221,ilili Restaurant,Middle Eastern,18.31,Weekend,4,28,26
1480349,407226,RedFarm Broadway,Chinese,17.47,Weekday,Not given,27,20
1480352,407228,Kambi Ramen House,Japanese,18.75,Weekend,5,29,25
1480355,407232,Cho Dang Gol,Korean,12.87,Weekday,5,26,23
1480360,407235,Anjappar Chettinad,Indian,14.61,Weekday,5,26,21
1480363,407236,Burger Joint,American,18.73,Weekend,Not given,27,23
1480368,407238,Shake Shack,American,17.58,Weekday,5,24,27
1480369,407243,Carmine's,Italian,17.84,Weekday,Not given,28,28
1480373,407244,Asuka Sushi,Japanese,16.51,Weekend,Not given,28,22
1480377,407246,Five Guys Burgers and Fries,American,16.29,Weekend,Not given,24,24
1480381,407251,Sushi of Gari 46,Japanese,14.76,Weekday,4,25,28
1480385,407252,Blue Ribbon Fried Chicken,American,18.48,Weekday,Not given,24,26
1480390,407255,12 Chairs,Middle Eastern,20.27,Weekday,5,23,27
1480394,407259,S'MAC,American,15.98,Weekday,5,24,21
1480398,407263,Mission Cantina,Mexican,18.22,Weekend,4,24,26
1480401,407264,Paul & Jimmy's,Italian,17.29,Weekday,4,30,25
1480403,407269,Shake Shack,American,16.38,Weekend,Not given,24,23
